player,pos,squad,minutes,goals,assists,ga,goals_per90,assists_per90,ga_per90,wc_year
Gennady Logofet,DF,suSoviet Union,125,0,,,0.00,,,1970
Hannes Löhr,FW,deWest Germany,351,0,,,0.00,,,1970
Horacio López Salgado,"FW,MF",mxMexico,120,0,,,0.00,,,1970
Max Lorenz,MF,deWest Germany,45,0,,,0.00,,,1970
Julio Losada,FW,uyUruguay,180,0,,,0.00,,,1970
Evgeny Lovchev,DF,suSoviet Union,147,0,,,0.00,,,1970
Mircea Lucescu,"FW,MF",roRomania,248,0,,,0.00,,,1970
Nicolae Lupescu,DF,roRomania,270,0,,,0.00,,,1970
Raúl Magaña,GK,svEl Salvador,270,0,,,0.00,,,1970
Mohammed Mahroufi,MF,maMorocco,270,0,,,0.00,,,1970
Sepp Maier,GK,deWest Germany,510,0,,,0.00,,,1970
Ildo Maneiro,MF,uyUruguay,532,1,,,0.17,,,1970
Mauricio Manzano,DF,svEl Salvador,66,0,,,0.00,,,1970
Dimitar Marashliev,FW,bgBulgaria,122,0,,,0.00,,,1970
Salvador Mariona,DF,svEl Salvador,270,0,,,0.00,,,1970
Roberto Matosas,"DF,MF",uyUruguay,570,0,,,0.00,,,1970
Ladislao Mazurkiewicz,GK,uyUruguay,570,0,,,0.00,,,1970
Sandro Mazzola,"FW,MF",itItaly,450,0,,,0.00,,,1970
Sergio Méndez,MF,svEl Salvador,123,0,,,0.00,,,1970
Félix Miélli Venerando,GK,brBrazil,540,0,,,0.00,,,1970
Ramón Mifflin,MF,pePeru,325,0,,,0.00,,,1970
Václav Migas,DF,csCzechoslovakia,270,0,,,0.00,,,1970
Roberto Miranda,FW,brBrazil,34,0,,,0.00,,,1970
Vasil Mitkov,"FW,MF",bgBulgaria,135,0,,,0.00,,,1970
Mihai Mocanu,DF,roRomania,270,0,,,0.00,,,1970
Mario Monge,"FW,MF",svEl Salvador,113,0,,,0.00,,,1970
Julio Montero Castillo,"DF,MF",uyUruguay,570,0,,,0.00,,,1970
Bobby Moore,DF,engEngland,390,0,,,0.00,,,1970
Julio Morales,FW,uyUruguay,275,0,,,0.00,,,1970
Juan Mujica,DF,uyUruguay,570,1,,,0.16,,,1970
Gerd Müller,FW,deWest Germany,600,10,,,1.50,,,1970
Alan Mullery,MF,engEngland,390,1,,,0.23,,,1970
Antonio Munguía,MF,mxMexico,263,0,,,0.00,,,1970
Volodymyr Muntyan,MF,suSoviet Union,390,0,,,0.00,,,1970
Alexandru Neagu,FW,roRomania,198,1,,,0.45,,,1970
Răducanu Necula,GK,roRomania,64,0,,,0.00,,,1970
Keith Newton,DF,engEngland,260,0,,,0.00,,,1970
Comunardo Niccolai,DF,itItaly,36,0,,,0.00,,,1970
Göran Nicklasson,MF,seSweden,94,0,,,0.00,,,1970
Asparuh Nikodimov,MF,bgBulgaria,180,1,,,0.50,,,1970
Givi Nodia,FW,suSoviet Union,65,0,,,0.00,,,1970
Thomas Nordahl,MF,seSweden,90,0,,,0.00,,,1970
Björn Nordqvist,DF,seSweden,180,0,,,0.00,,,1970
Radu Nunweiller,MF,roRomania,270,0,,,0.00,,,1970
Jan Olsson,MF,seSweden,180,0,,,0.00,,,1970
Peter Osgood,FW,engEngland,42,0,,,0.00,,,1970
Saturnino Osorio,DF,svEl Salvador,270,0,,,0.00,,,1970
Wolfgang Overath,"FW,MF",deWest Germany,600,1,,,0.15,,,1970
Pedro Pablo León,FW,pePeru,295,0,,,0.00,,,1970
Aarón Padilla Gutiérrez,FW,mxMexico,270,0,,,0.00,,,1970
Sten Pålsson,FW,seSweden,15,0,,,0.00,,,1970
Bernd Patzke,DF,deWest Germany,200,0,,,0.00,,,1970
Pelé,"FW,MF",brBrazil,540,4,,,0.67,,,1970
Gustavo Peña,DF,mxMexico,360,1,,,0.25,,,1970
Dimitar Penev,DF,bgBulgaria,221,0,,,0.00,,,1970
Mario Pérez,"FW,MF",mxMexico,360,0,,,0.00,,,1970
Örjan Persson,"FW,MF",seSweden,165,0,,,0.00,,,1970
Martin Peters,MF,engEngland,350,1,,,0.26,,,1970
Ladislav Petráš,FW,csCzechoslovakia,270,2,,,0.67,,,1970
Christian Piot,GK,beBelgium,270,0,,,0.00,,,1970
Fabrizio Poletti,DF,itItaly,30,0,,,0.00,,,1970
Jaroslav Pollák,MF,csCzechoslovakia,90,0,,,0.00,,,1970
Odilon Polleunis,FW,beBelgium,76,0,,,0.00,,,1970
Georgi Popov,"FW,MF",bgBulgaria,148,0,,,0.00,,,1970
Jaime Portillo,FW,svEl Salvador,90,0,,,0.00,,,1970
David Primo,"DF,MF",ilIsrael,270,0,,,0.00,,,1970
Wilfried Puis,"FW,MF",beBelgium,270,0,,,0.00,,,1970
Héctor Pulido,MF,mxMexico,270,0,,,0.00,,,1970
Anatoliy Puzach,FW,suSoviet Union,90,0,,,0.00,,,1970
José Quintanilla,MF,svEl Salvador,180,0,,,0.00,,,1970
Oswaldo Ramírez,FW,pePeru,50,0,,,0.00,,,1970
Juan Ramón Martínez,"FW,MF",svEl Salvador,180,0,,,0.00,,,1970
Eladio Reyes,"DF,FW",pePeru,30,0,,,0.00,,,1970
Gigi Riva,FW,itItaly,570,3,,,0.47,,,1970
Roberto Rivas,DF,svEl Salvador,270,0,,,0.00,,,1970
Rivellino,MF,brBrazil,450,3,,,0.60,,,1970
Gianni Rivera,"FW,MF",itItaly,172,2,,,1.05,,,1970
Pedro Rocha,"FW,MF",uyUruguay,11,0,,,0.00,,,1970
Roberto Rosato,DF,itItaly,504,0,,,0.00,,,1970
Zvi Rosen,DF,ilIsrael,270,0,,,0.00,,,1970
Shmuel Rosenthal,MF,ilIsrael,270,0,,,0.00,,,1970
Luis Rubiños,GK,pePeru,360,0,,,0.00,,,1970
Rodolfo Sandoval,"DF,MF",uyUruguay,24,0,,,0.00,,,1970
Lajos Sătmăreanu,DF,roRomania,270,0,,,0.00,,,1970
Karl-Heinz Schnellinger,DF,deWest Germany,465,1,,,0.19,,,1970
Willi Schulz,DF,deWest Germany,286,0,,,0.00,,,1970
Yisha'ayahu Schwager,DF,ilIsrael,270,0,,,0.00,,,1970
Uwe Seeler,FW,deWest Germany,600,3,,,0.45,,,1970
Hans Selander,DF,seSweden,180,0,,,0.00,,,1970
Léon Semmeling,MF,beBelgium,258,0,,,0.00,,,1970
Viktor Serebryanikov,MF,suSoviet Union,135,0,,,0.00,,,1970
Genaro Sermeño,"DF,MF",svEl Salvador,16,0,,,0.00,,,1970
Aleksandar Shalamanov,DF,bgBulgaria,213,0,,,0.00,,,1970
Albert Shesternyov,DF,suSoviet Union,390,0,,,0.00,,,1970
Dani Shmulevich-Rom,FW,ilIsrael,101,0,,,0.00,,,1970
Itzhak Shum,MF,ilIsrael,270,0,,,0.00,,,1970
Roni Shuruk,MF,ilIsrael,40,0,,,0.00,,,1970
Wilson da Silva Piazza,"DF,MF",brBrazil,540,0,,,0.00,,,1970
Simeon Simeonov,GK,bgBulgaria,180,0,,,0.00,,,1970
Kacem Slimani,DF,maMorocco,270,0,,,0.00,,,1970
Hugo Sotil,"FW,MF",pePeru,257,0,,,0.00,,,1970
Giora Spiegel,MF,ilIsrael,270,0,,,0.00,,,1970
Mordechai Spiegler,"FW,MF",ilIsrael,270,1,,,0.33,,,1970
Tommy Svensson,MF,seSweden,270,0,,,0.00,,,1970
Rachamim Talbi,"FW,MF",ilIsrael,45,0,,,0.00,,,1970
Gheorghe Tătaru,FW,roRomania,113,0,,,0.00,,,1970
Jean Thissen,DF,beBelgium,270,0,,,0.00,,,1970
Tostão,"FW,MF",brBrazil,517,2,,,0.35,,,1970
Tom Turesson,FW,seSweden,123,1,,,0.73,,,1970
Luis Ubiña,DF,uyUruguay,570,0,,,0.00,,,1970
Javier Valdivia,FW,mxMexico,315,2,,,0.57,,,1970
Paul Van Himst,"FW,MF",beBelgium,270,0,,,0.00,,,1970
Wilfried Van Moer,MF,beBelgium,270,2,,,0.67,,,1970
José Vantolrá,DF,mxMexico,360,0,,,0.00,,,1970
Jorge Vásquez,MF,svEl Salvador,270,0,,,0.00,,,1970
Mario Velarde,MF,mxMexico,66,0,,,0.00,,,1970
Alexander Vencel,GK,csCzechoslovakia,90,0,,,0.00,,,1970
Bohumil Veselý,MF,csCzechoslovakia,106,0,,,0.00,,,1970
František Veselý,FW,csCzechoslovakia,186,0,,,0.00,,,1970
Ivo Viktor,GK,csCzechoslovakia,180,0,,,0.00,,,1970
Itzhak Vissoker,GK,ilIsrael,270,0,,,0.00,,,1970
Berti Vogts,DF,deWest Germany,600,0,,,0.00,,,1970
Yochanan Vollach,"DF,FW",ilIsrael,84,0,,,0.00,,,1970
Wolfgang Weber,DF,deWest Germany,109,0,,,0.00,,,1970
Horst Wolter,GK,deWest Germany,90,0,,,0.00,,,1970
Tommy Wright,DF,engEngland,130,0,,,0.00,,,1970
Dimitar Yakimov,"FW,MF",bgBulgaria,139,0,,,0.00,,,1970
Gennady Yevryuzhikhin,FW,suSoviet Union,345,0,,,0.00,,,1970
Stoyan Yordanov,GK,bgBulgaria,90,0,,,0.00,,,1970
Dobromir Zhechev,DF,bgBulgaria,180,1,,,0.50,,,1970
Petar Zhekov,FW,bgBulgaria,90,0,,,0.00,,,1970
Ján Zlocha,DF,csCzechoslovakia,90,0,,,0.00,,,1970
Oscar Zubía,FW,uyUruguay,111,0,,,0.00,,,1970
Attila Abonyi,"FW,MF",auAustralia,135,0,,,0.00,,,1974
Jovan Aćimović,MF,yuYugoslavia,540,0,,,0.00,,,1974
Thomas Ahlström,"FW,MF",seSweden,42,0,,,0.00,,,1974
Sergio Ahumada,FW,clChile,270,1,,,0.33,,,1974
Adrian Alston,FW,auAustralia,244,0,,,0.00,,,1974
Pietro Anastasi,FW,itItaly,201,1,,,0.45,,,1974
Björn Andersson,"DF,MF",seSweden,329,0,,,0.00,,,1974
Fritz André,DF,htHaiti,36,0,,,0.00,,,1974
Miguel Ángel Brindisi,"FW,MF",arArgentina,258,1,,,0.35,,,1974
Eddy Antoine,MF,htHaiti,270,0,,,0.00,,,1974
Antonio Arias,DF,clChile,270,0,,,0.00,,,1974
Arsène Auguste,DF,htHaiti,180,0,,,0.00,,,1974
Jörgen Augustsson,DF,seSweden,211,0,,,0.00,,,1974
Rubén Ayala,FW,arArgentina,540,1,,,0.17,,,1974
Carlos Babington,"FW,MF",arArgentina,450,1,,,0.20,,,1974
Dušan Bajević,FW,yuYugoslavia,249,3,,,1.08,,,1974
Agustín Balbuena,"FW,MF",arArgentina,309,0,,,0.00,,,1974
Ángel Bargas,DF,arArgentina,246,0,,,0.00,,,1974
Claude Barthélemy,FW,htHaiti,99,0,,,0.00,,,1974
Pierre Bayonne,DF,htHaiti,270,0,,,0.00,,,1974
Franz Beckenbauer,"DF,MF",deWest Germany,630,0,,,0.00,,,1974
Romeo Benetti,MF,itItaly,270,1,,,0.33,,,1974
John Blackley,DF,sctScotland,90,0,,,0.00,,,1974
Lobilo Boba,DF,cdZaire,270,0,,,0.00,,,1974
Vladislav Bogićević,MF,yuYugoslavia,450,1,,,0.20,,,1974
Hristo Bonev,"FW,MF",bgBulgaria,270,1,,,0.33,,,1974
Rainer Bonhof,MF,deWest Germany,360,1,,,0.25,,,1974
Roberto Boninsegna,FW,itItaly,45,0,,,0.00,,,1974
Krasimir Borisov,MF,bgBulgaria,36,0,,,0.00,,,1974
Bernd Bransch,"DF,MF",Germany DR,540,0,,,0.00,,,1974
Paul Breitner,"DF,MF",deWest Germany,630,3,,,0.43,,,1974
Billy Bremner,MF,sctScotland,270,0,,,0.00,,,1974
Martin Buchan,DF,sctScotland,180,0,,,0.00,,,1974
Ivan Buljan,DF,yuYugoslavia,540,0,,,0.00,,,1974
Branko Buljevic,FW,auAustralia,240,0,,,0.00,,,1974
Tarcisio Burgnich,DF,itItaly,212,0,,,0.00,,,1974
Ernie Campbell,"FW,MF",auAustralia,45,0,,,0.00,,,1974
Fabio Capello,MF,itItaly,270,1,,,0.33,,,1974
Alberto Cardaccio,MF,uyUruguay,29,0,,,0.00,,,1974
Juan Carlos Masnik,DF,uyUruguay,153,0,,,0.00,,,1974
Daniel Carnevali,GK,arArgentina,450,0,,,0.00,,,1974
Jorge Carrascosa,DF,arArgentina,135,0,,,0.00,,,1974
Carlos Caszely,"FW,MF",clChile,156,0,,,0.00,,,1974
Franco Causio,MF,itItaly,115,0,,,0.00,,,1974
Paulo César Carpegiani,MF,brBrazil,476,0,,,0.00,,,1974
Paulo Cézar Caju,FW,brBrazil,420,0,,,0.00,,,1974
Marinho Chagas,DF,brBrazil,630,0,,,0.00,,,1974
Enrique Chazarreta,MF,arArgentina,13,0,,,0.00,,,1974
Giorgio Chinaglia,FW,itItaly,114,0,,,0.00,,,1974
Lesław Ćmikiewicz,MF,plPoland,108,0,,,0.00,,,1974
Romeo Corbo,FW,uyUruguay,132,0,,,0.00,,,1974
Jürgen Croy,GK,Germany DR,540,0,,,0.00,,,1974
Johan Cruyff,"FW,MF",nlNetherlands,630,3,,,0.43,,,1974
Luis Cubilla,FW,uyUruguay,111,0,,,0.00,,,1974
Bernhard Cullmann,"DF,MF",deWest Germany,246,1,,,0.37,,,1974
Colin Curran,DF,auAustralia,261,0,,,0.00,,,1974
Kenny Dalglish,FW,sctScotland,228,0,,,0.00,,,1974
Georgi Denev,MF,bgBulgaria,270,0,,,0.00,,,1974
Jean-Claude Désir,MF,htHaiti,270,0,,,0.00,,,1974
Kazimierz Deyna,MF,plPoland,619,3,,,0.44,,,1974
Dirceu,MF,brBrazil,360,0,,,0.00,,,1974
Jan Domarski,"FW,MF",plPoland,122,0,,,0.00,,,1974
Peter Ducke,FW,Germany DR,110,0,,,0.00,,,1974
Serge Ducosté,DF,htHaiti,90,0,,,0.00,,,1974
Dragan Džajić,"FW,MF",yuYugoslavia,443,1,,,0.20,,,1974
Ralf Edström,FW,seSweden,540,4,,,0.67,,,1974
Jonas Eduardo Américo,FW,brBrazil,90,0,,,0.00,,,1974
Inge Ejderstedt,"FW,MF",seSweden,149,0,,,0.00,,,1974
Víctor Espárrago,MF,uyUruguay,270,0,,,0.00,,,1974
Kakoko Etepé,FW,cdZaire,135,0,,,0.00,,,1974
Giacinto Facchetti,DF,itItaly,270,0,,,0.00,,,1974
Rogelio Farías,MF,clChile,58,0,,,0.00,,,1974
Elías Figueroa,DF,clChile,270,0,,,0.00,,,1974
Ubaldo Fillol,GK,arArgentina,90,0,,,0.00,,,1974
Heinz Flohe,MF,deWest Germany,111,0,,,0.00,,,1974
Pablo Forlán,DF,uyUruguay,270,0,,,0.00,,,1974
Henri Françillon,GK,htHaiti,270,0,,,0.00,,,1974
Guy François,MF,htHaiti,180,0,,,0.00,,,1974
Robert Gadocha,"FW,MF",plPoland,624,0,,,0.00,,,1974
Rolando García,DF,clChile,270,0,,,0.00,,,1974
Luis Garisto,DF,uyUruguay,117,0,,,0.00,,,1974
Rubén Glaria,DF,arArgentina,166,0,,,0.00,,,1974
Rumyancho Goranov,GK,bgBulgaria,180,0,,,0.00,,,1974
Jerzy Gorgoń,DF,plPoland,630,1,,,0.14,,,1974
Jürgen Grabowski,"FW,MF",deWest Germany,477,1,,,0.19,,,1974
Ove Grahn,FW,seSweden,540,0,,,0.00,,,1974
Roland Grip,DF,seSweden,196,0,,,0.00,,,1974
Ademir da Guia,MF,brBrazil,65,0,,,0.00,,,1974
Zbigniew Gut,DF,plPoland,110,0,,,0.00,,,1974
Arie Haan,"DF,MF",nlNetherlands,630,0,,,0.00,,,1974
Enver Hadžiabdić,DF,yuYugoslavia,540,0,,,0.00,,,1974
Erich Hamann,MF,Germany DR,71,0,,,0.00,,,1974
Willem van Hanegem,MF,nlNetherlands,567,0,,,0.00,,,1974
David Harvey,GK,sctScotland,270,0,,,0.00,,,1974
David Hay,MF,sctScotland,270,0,,,0.00,,,1974
Ronnie Hellström,GK,seSweden,540,0,,,0.00,,,1974
Ramón Heredia,"DF,MF",arArgentina,540,1,,,0.17,,,1974
Dieter Herzog,MF,deWest Germany,153,0,,,0.00,,,1974
Jupp Heynckes,FW,deWest Germany,135,0,,,0.00,,,1974
Uli Hoeneß,"FW,MF",deWest Germany,558,1,,,0.16,,,1974
Martin Hoffmann,FW,Germany DR,486,1,,,0.19,,,1974
Jim Holton,"DF,MF",sctScotland,270,0,,,0.00,,,1974
Bernd Hölzenbein,"FW,MF",deWest Germany,400,0,,,0.00,,,1974
Horst-Dieter Höttges,DF,deWest Germany,23,0,,,0.00,,,1974
René Houseman,"FW,MF",arArgentina,372,3,,,0.73,,,1974
Tommy Hutchison,MF,sctScotland,42,0,,,0.00,,,1974
Mwepu Ilunga,DF,cdZaire,270,0,,,0.00,,,1974
Harald Irmscher,MF,Germany DR,289,0,,,0.00,,,1974
Rinus Israël,DF,nlNetherlands,58,0,,,0.00,,,1974
Kiril Ivkov,DF,bgBulgaria,270,0,,,0.00,,,1974
Jairzinho,"FW,MF",brBrazil,630,2,,,0.29,,,1974
Wim Jansen,"DF,MF",nlNetherlands,630,0,,,0.00,,,1974
Sandy Jardine,DF,sctScotland,270,0,,,0.00,,,1974
Baudilio Jáuregui,DF,uyUruguay,270,0,,,0.00,,,1974
Ernst Jean-Joseph,"DF,MF",htHaiti,90,0,,,0.00,,,1974
Jurica Jerković,MF,yuYugoslavia,172,0,,,0.00,,,1974
Theo de Jong,MF,nlNetherlands,77,1,,,1.17,,,1974
Jan Jongbloed,GK,nlNetherlands,630,0,,,0.00,,,1974
Joe Jordan,FW,sctScotland,270,2,,,0.67,,,1974
Jean Kalala N'Tumba,FW,cdZaire,90,0,,,0.00,,,1974
Zdzisław Kapka,"FW,MF",plPoland,16,0,,,0.00,,,1974
Stanislav Karasi,FW,yuYugoslavia,222,2,,,0.81,,,1974
Kent Karlsson,DF,seSweden,540,0,,,0.00,,,1974
Henryk Kasperczak,MF,plPoland,601,0,,,0.00,,,1974
Josip Katalinski,"DF,MF",yuYugoslavia,540,1,,,0.17,,,1974
Piet Keizer,"FW,MF",nlNetherlands,90,0,,,0.00,,,1974
Mario Kempes,FW,arArgentina,411,0,,,0.00,,,1974
René van de Kerkhof,"FW,MF",nlNetherlands,45,0,,,0.00,,,1974
Ove Kindvall,FW,seSweden,147,0,,,0.00,,,1974
Gerd Kische,"DF,FW",Germany DR,540,0,,,0.00,,,1974
Kazimierz Kmiecik,FW,plPoland,42,0,,,0.00,,,1974
Bozhil Kolev,"DF,MF",bgBulgaria,270,0,,,0.00,,,1974
Hans-Jürgen Kreische,FW,Germany DR,136,0,,,0.00,,,1974
Ruud Krol,DF,nlNetherlands,630,1,,,0.14,,,1974
Lothar Kurbjuweit,DF,Germany DR,360,0,,,0.00,,,1974
Alfonso Lara,MF,clChile,8,0,,,0.00,,,1974
Bo Larsson,"FW,MF",seSweden,391,0,,,0.00,,,1974
Grzegorz Lato,"DF,FW",plPoland,630,7,,,1.00,,,1974
Reinhard Lauck,MF,Germany DR,216,0,,,0.00,,,1974
Denis Law,FW,sctScotland,90,0,,,0.00,,,1974
Fritz Leandré,FW,htHaiti,39,0,,,0.00,,,1974
Joseph-Marion Leandré,MF,htHaiti,66,0,,,0.00,,,1974
Émerson Leão,GK,brBrazil,630,0,,,0.00,,,1974
Leivinha,FW,brBrazil,163,0,,,0.00,,,1974
Peter Lorimer,"FW,MF",sctScotland,270,1,,,0.33,,,1974
Wilfried Louis,DF,htHaiti,90,0,,,0.00,,,1974
Wolfram Löwe,"FW,MF",Germany DR,198,0,,,0.00,,,1974
Jimmy Mackay,MF,auAustralia,270,0,,,0.00,,,1974
Kibonge Mafu,MF,cdZaire,103,0,,,0.00,,,1974
Benno Magnusson,"FW,MF",seSweden,77,0,,,0.00,,,1974
Sepp Maier,GK,deWest Germany,630,0,,,0.00,,,1974
Mayanga Maku,FW,cdZaire,198,0,,,0.00,,,1974
Mana Mamuwene,MF,cdZaire,270,0,,,0.00,,,1974
Kidumu Mantantu,MF,cdZaire,228,0,,,0.00,,,1974
Walter Mantegazza,"FW,MF",uyUruguay,241,0,,,0.00,,,1974
Zé Maria,DF,brBrazil,360,0,,,0.00,,,1974
Enver Marić,GK,yuYugoslavia,540,0,,,0.00,,,1974
Kilasu Massamba,MF,cdZaire,210,0,,,0.00,,,1974
Zygmunt Maszczyk,MF,plPoland,593,0,,,0.00,,,1974
Ladislao Mazurkiewicz,GK,uyUruguay,270,0,,,0.00,,,1974
Sandro Mazzola,"FW,MF",itItaly,270,0,,,0.00,,,1974
Danny McGrain,DF,sctScotland,270,0,,,0.00,,,1974
Atanas Mihaylov,FW,bgBulgaria,93,0,,,0.00,,,1974
Denís Milar,FW,uyUruguay,207,0,,,0.00,,,1974
Mirandinha,FW,brBrazil,177,0,,,0.00,,,1974
Julio Montero Castillo,"DF,MF",uyUruguay,68,0,,,0.00,,,1974
Fernando Morena,FW,uyUruguay,270,0,,,0.00,,,1974
Willie Morgan,MF,sctScotland,180,0,,,0.00,,,1974
Francesco Morini,DF,itItaly,245,0,,,0.00,,,1974
Alfredo Mostarda Filho,DF,brBrazil,90,0,,,0.00,,,1974
Mwanza Mukombo,DF,cdZaire,270,0,,,0.00,,,1974
Ndaye Mulamba,"FW,MF",cdZaire,112,0,,,0.00,,,1974
Gerd Müller,FW,deWest Germany,630,4,,,0.57,,,1974
Adam Musiał,DF,plPoland,520,0,,,0.00,,,1974
Dražen Mužinić,MF,yuYugoslavia,180,0,,,0.00,,,1974
Kazadi Mwamba,GK,cdZaire,200,0,,,0.00,,,1974
Wilner Nazaire,DF,htHaiti,204,0,,,0.00,,,1974
Tubilandu Ndimbi,GK,cdZaire,70,0,,,0.00,,,1974
Johan Neeskens,MF,nlNetherlands,612,5,,,0.74,,,1974
Nelinho,DF,brBrazil,270,0,,,0.00,,,1974
Günter Netzer,MF,deWest Germany,22,0,,,0.00,,,1974
Asparuh Nikodimov,MF,bgBulgaria,148,0,,,0.00,,,1974
Björn Nordqvist,DF,seSweden,450,0,,,0.00,,,1974
Branko Oblak,MF,yuYugoslavia,368,1,,,0.24,,,1974
Peter Ollerton,FW,auAustralia,56,0,,,0.00,,,1974
Jan Olsson,MF,seSweden,344,0,,,0.00,,,1974
Wolfgang Overath,"FW,MF",deWest Germany,592,2,,,0.30,,,1974
Guillermo Páez,MF,clChile,270,0,,,0.00,,,1974
Pavel Panov,"FW,MF",bgBulgaria,216,0,,,0.00,,,1974
Miroslav Pavlović,"DF,MF",yuYugoslavia,77,0,,,0.00,,,1974
Ricardo Pavoni,"DF,MF",uyUruguay,270,1,,,0.33,,,1974
Dimitar Penev,DF,bgBulgaria,270,0,,,0.00,,,1974
Luís Pereira,DF,brBrazil,533,0,,,0.00,,,1974
Marinho Peres,DF,brBrazil,630,0,,,0.00,,,1974
Roberto Perfumo,DF,arArgentina,360,0,,,0.00,,,1974
Örjan Persson,"FW,MF",seSweden,120,0,,,0.00,,,1974
Luka Peruzović,DF,yuYugoslavia,13,0,,,0.00,,,1974
Ilija Petković,MF,yuYugoslavia,357,1,,,0.25,,,1974
Vladimir Petrović,MF,yuYugoslavia,79,0,,,0.00,,,1974
Jürgen Pommerenke,MF,Germany DR,270,0,,,0.00,,,1974
Danilo Popivoda,"FW,MF",yuYugoslavia,90,0,,,0.00,,,1974
Alberto Quintano,DF,clChile,270,0,,,0.00,,,1974
Serge Racine,"DF,MF",htHaiti,135,0,,,0.00,,,1974
Jack Reilly,GK,auAustralia,270,0,,,0.00,,,1974
Carlos Reinoso,MF,clChile,270,0,,,0.00,,,1974
Rob Rensenbrink,"FW,MF",nlNetherlands,471,1,,,0.19,,,1974
Johnny Rep,"FW,MF",nlNetherlands,630,4,,,0.57,,,1974
Ray Richards,MF,auAustralia,262,0,,,0.00,,,1974
Wim Rijsbergen,DF,nlNetherlands,607,0,,,0.00,,,1974
Gigi Riva,FW,itItaly,180,0,,,0.00,,,1974
Rivellino,MF,brBrazil,630,3,,,0.43,,,1974
Gianni Rivera,"FW,MF",itItaly,155,1,,,0.58,,,1974
Pedro Rocha,"FW,MF",uyUruguay,270,0,,,0.00,,,1974
Juan Rodríguez Vega,DF,clChile,82,0,,,0.00,,,1974
Jimmy Rooney,MF,auAustralia,270,0,,,0.00,,,1974
Francisco Sá,DF,arArgentina,405,0,,,0.00,,,1974
Guy Saint-Vil,FW,htHaiti,96,0,,,0.00,,,1974
Roger Saint-Vil,FW,htHaiti,45,0,,,0.00,,,1974
Roland Sandberg,FW,seSweden,540,2,,,0.33,,,1974
Emmanuel Sanon,FW,htHaiti,270,2,,,0.67,,,1974
Manfred Schaefer,DF,auAustralia,270,0,,,0.00,,,1974
Rüdiger Schnuphase,"DF,MF",Germany DR,180,0,,,0.00,,,1974
Hans-Georg Schwarzenbeck,DF,deWest Germany,607,0,,,0.00,,,1974
Wolfgang Seguin,"DF,MF",Germany DR,28,0,,,0.00,,,1974
Wilson da Silva Piazza,"DF,MF",brBrazil,238,0,,,0.00,,,1974
Jorge Socías,"FW,MF",clChile,66,0,,,0.00,,,1974
Jürgen Sparwasser,MF,Germany DR,540,1,,,0.17,,,1974
Luciano Spinosi,DF,itItaly,270,0,,,0.00,,,1974
Carlos Squeo,DF,arArgentina,180,0,,,0.00,,,1974
Stefan Staykov,GK,bgBulgaria,90,0,,,0.00,,,1974
Ivan Stoyanov,"DF,MF",bgBulgaria,45,0,,,0.00,,,1974
Joachim Streich,FW,Germany DR,349,2,,,0.52,,,1974
Ivica Šurjak,"FW,MF",yuYugoslavia,540,2,,,0.33,,,1974
Wim Suurbier,DF,nlNetherlands,623,0,,,0.00,,,1974
Andrzej Szarmach,FW,plPoland,425,5,,,1.06,,,1974
Antoni Szymanowski,DF,plPoland,630,0,,,0.00,,,1974
Staffan Tapper,MF,seSweden,409,0,,,0.00,,,1974
Roberto Telch,MF,arArgentina,384,0,,,0.00,,,1974
Jan Tomaszewski,GK,plPoland,630,0,,,0.00,,,1974
Conny Torstensson,"FW,MF",seSweden,375,1,,,0.24,,,1974
Bwanga Tshimen,"DF,MF",cdZaire,270,0,,,0.00,,,1974
Kamunda Tshinabu,MF,cdZaire,60,0,,,0.00,,,1974
Kembo Uba Kembo,MF,cdZaire,146,0,,,0.00,,,1974
Doug Utjesenovic,DF,auAustralia,270,0,,,0.00,,,1974
Francisco Valdés,MF,clChile,176,0,,,0.00,,,1974
Leopoldo Vallejos,GK,clChile,270,0,,,0.00,,,1974
Mladen Vasilev,"FW,MF",bgBulgaria,18,0,,,0.00,,,1974
Tsonyo Vasilev,DF,bgBulgaria,270,0,,,0.00,,,1974
Valdomiro Vaz Franco,FW,brBrazil,531,1,,,0.17,,,1974
Stefan Velichkov,"DF,MF",bgBulgaria,270,0,,,0.00,,,1974
Leonardo Véliz,"FW,MF",clChile,176,0,,,0.00,,,1974
Eberhard Vogel,FW,Germany DR,187,0,,,0.00,,,1974
Berti Vogts,DF,deWest Germany,630,0,,,0.00,,,1974
Philippe Vorbe,MF,htHaiti,270,0,,,0.00,,,1974
Voyn Voynov,"FW,MF",bgBulgaria,254,0,,,0.00,,,1974
Johnny Warren,MF,auAustralia,90,0,,,0.00,,,1974
Siegmar Wätzlich,DF,Germany DR,360,0,,,0.00,,,1974
Konrad Weise,"DF,MF",Germany DR,540,0,,,0.00,,,1974
Harry Williams,DF,auAustralia,9,0,,,0.00,,,1974
Giuseppe Wilson,DF,itItaly,83,0,,,0.00,,,1974
Peter Wilson,DF,auAustralia,270,0,,,0.00,,,1974
Herbert Wimmer,MF,deWest Germany,96,0,,,0.00,,,1974
Enrique Wolff,DF,arArgentina,374,0,,,0.00,,,1974
Guillermo Yávar,"FW,MF",clChile,64,0,,,0.00,,,1974
Héctor Yazalde,FW,arArgentina,257,2,,,0.70,,,1974
Władysław Żmuda,DF,plPoland,630,0,,,0.00,,,1974
